Name,Logo,City,Region,Continent,Link,LatLong
Intelligentsia Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/27460011_10155893567335560_1015458904304202069_n.png?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=PFjSuN2yHboAX96CdUy&_nc_ht=scontent-lga3-2.xx&oh=b3e2b86f4f5c6fe101ee55324e5f0d09&oe=5FC41D3B,Chicago,Illinois,North America,https://www.intelligentsia.com/,"41.938261, -87.644120"
Intelligentsia Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/27460011_10155893567335560_1015458904304202069_n.png?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=PFjSuN2yHboAX96CdUy&_nc_ht=scontent-lga3-2.xx&oh=b3e2b86f4f5c6fe101ee55324e5f0d09&oe=5FC41D3B,Chicago,Illinois,North America,https://www.intelligentsia.com/,"41.905008, -87.634348"
Intelligentsia Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/27460011_10155893567335560_1015458904304202069_n.png?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=PFjSuN2yHboAX96CdUy&_nc_ht=scontent-lga3-2.xx&oh=b3e2b86f4f5c6fe101ee55324e5f0d09&oe=5FC41D3B,Chicago,Illinois,North America,https://www.intelligentsia.com/,"41.903113, -87.667857"
Intelligentsia Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/27460011_10155893567335560_1015458904304202069_n.png?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=PFjSuN2yHboAX96CdUy&_nc_ht=scontent-lga3-2.xx&oh=b3e2b86f4f5c6fe101ee55324e5f0d09&oe=5FC41D3B,Chicago,Illinois,North America,https://www.intelligentsia.com/,"41.884306, -87.625784"
Ipsento Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/58654691_10161775681715357_4094968729362759680_n.jpg?_nc_cat=110&ccb=2&_nc_sid=dbb9e7&_nc_ohc=m_GZ4kmapwQAX9nLVZN&_nc_ht=scontent-lga3-2.xx&oh=4b03b30377c4c6a38f3cd12cff1f4724&oe=5FC4C990,Chicago,Illinois,North America,http://www.ipsento.com/,"41.918633, -87.687255"
Metric,https://cdn.shopify.com/s/files/1/0247/7125/files/logo_200x100.png?v=1536297124,Chicago,Illinois,North America,http://www.metriccoffee.com/,"41.886660, -87.677501"
Passion House Coffee,https://static1.squarespace.com/static/5b0d7f1dec4eb7110f1f068b/t/5b509e26758d46506edc4275/1603814218951/?format=1500w,Chicago,Illinois,North America,https://www.passionhousecoffee.com/,"41.903888, -87.655997"
Conscious Cup,https://pbs.twimg.com/profile_images/661243175541936130/NfNU4Q7E_400x400.png,Crystal Lake,Illinois,North America,http://www.consciouscup.com/,"42.225702, -88.294439"
GOSHEN COFFEE,https://static1.squarespace.com/static/5e31c37f253b4f1ddc13f2e1/t/5f777035ed0f1153d2698126/1602851061833/?format=1500w,EDWARDSVILLE,Illinois,North America,http://www.goshencoffee.com/,"38.806515, -89.952939"
Five & Hoek,https://cdn.shopify.com/s/files/1/1808/7665/files/text_script_logo_150x.png?v=1552876191,Wheaton,Illinois,North America,http://www.fiveandhoek.com/,"41.865362, -88.106781"
Circadian,https://pbs.twimg.com/profile_images/1216723287155318784/RJEOxT0S_400x400.jpg,Indianapolis,Indiana,North America,http://circadiancoffee.com/,"39.840023, -86.125998"
Tinker Coffee Co.,https://images.squarespace-cdn.com/content/v1/533ece6fe4b063017f77272c/1515609854784-MFZPQ5TE97VB5VW14ADB/ke17ZwdGBToddI8pDm48kAr9IS7Xdboukqpv08RnFDdZw-zPPgdn4jUwVcJE1ZvWhcwhEtWJXoshNdA9f1qD7Yd9JIcDlHYnKy8BqcTBsOXtFSNaW5TrdNI0-MH2CUfG7kELuMcO8J9qvfilABFFJg/logo-mark.png?format=300w,Indianapolis,Indiana,North America,https://www.tinkercoffee.com/,"39.788387, -86.181016"
Windmill Coffee Roasters,https://static1.squarespace.com/static/5d1117618574220001d469d6/t/5d558dfbf187c30001305a47/1602884981011/?format=1500w,Ames,Iowa,North America,http://www.windmillcoffee.com/,"42.021341, -93.714175"
PT's,https://cdn.shopify.com/s/files/1/1009/7448/files/PT_s_Main_Logo_-_Reversed1000px_200x.png?v=1535552890,Topeka,Kansas,North America,https://www.ptscoffee.com/,"38.947504, -95.693767"
GOOD FOLKS COFFEE,https://cdn.shopify.com/s/files/1/0200/0284/t/4/assets/logo.png?v=17400534019485920473,Louisville,Kentucky,North America,http://goodfolkscoffee.com/,"38.264888, -85.757266"
Quills,https://scontent-lga3-2.xx.fbcdn.net/v/t31.0-1/p960x960/14066257_10154474066544595_6311095672089483788_o.png?_nc_cat=104&ccb=2&_nc_sid=dbb9e7&_nc_ohc=LXKONS3JXWQAX-ebhVG&_nc_ht=scontent-lga3-2.xx&oh=144d32b67dcf432fe3dbcc755568ed15&oe=5FC3AD54,Louisville,Kentucky,North America,http://quillscoffee.com/,"38.254360, -85.737516"
Congregation Coffee Roasters,https://cdn.shopify.com/s/files/1/1033/0183/files/Logo_35f7c5c2-cb16-44fa-8cac-6f41dd9bcc88_310x.png?v=1578158742,New Orleans,Louisiana,North America,http://www.congregationcoffee.com/,"29.952005, -90.053562"
HEY Coffee Co.,https://heycoffeeco.square.site/uploads/b/a2dd7619cbbca6422dc7c34b1edd368c645a6172c21f33cadab9a063e642c8d8/Hey%20Coffee%20Co_1588545079.jpg?width=2489,New Orleans,Louisiana,North America,http://heycoffee.co/,"29.967849, -90.083542"
Revelator,https://cdn.shopify.com/s/files/1/1907/0145/files/REVELATOR_Logo_2017_Black_1000x1000_1881a376-6466-4115-bc9d-4f0c99114a93_150x.png?v=1595016977,New Orleans,Louisiana,North America,https://revelatorcoffee.com/,"29.946814, -90.067443"
Speckled Ax,https://speckledax.com/wp-content/uploads/2020/06/speckled-ax-logo.png,Portland,Maine,North America,https://speckledax.com/,"43.655076, -70.262392"
Tandem,https://cdn.shopify.com/s/files/1/2428/8433/t/64/assets/tandemcoffee.png?v=17937814531421212033,Portland,Maine,North America,http://www.tandemcoffee.com/,"43.653074, -70.270537"
CEREMONY COFFEE ,https://ceremonycoffee.com/wp-content/themes/ceremony/assets/images/logo-black.svg,ANNAPOLIS,Maryland,North America,http://www.ceremonycoffee.com/,"38.976394, -76.512226"
Aveley Farms Coffee Roasters,https://www.aveleyfarmscoffee.com/uploads/7/1/0/4/71040503/aveleylogo-painting.jpg,Baltimore,Maryland,North America,https://www.aveleyfarmscoffee.com/,"39.283442, -76.597997"
Karlac† Coffee,https://cdn.shopify.com/s/files/1/0368/2165/t/2/assets/logo.png?v=4485604358797131910,Silver Spring,Maryland,North America,https://www.karlacacoffee.com/,"39.027272, -77.071955"
George Howell,http://www.georgehowellcoffee.com/wp-content/uploads/2016/06/gh_logo1.png,Boston,Massachusetts,North America,http://www.georgehowellcoffee.com/,"42.466053, -71.417934"
Gracenote,https://static1.squarespace.com/static/5479e301e4b09bed66b0e486/t/5e3747dda96d977ad2c0c074/1600875919583/?format=1500w,Boston,Massachusetts,North America,http://www.gracenotecoffee.com/,"42.351502, -71.058070"
Broadsheet ,https://www.broadsheetcoffee.com/wp-content/uploads/2020/08/header6.jpg,Cambridge,Massachusetts,North America,https://broadsheetcoffee.com/,"42.377935, -71.107292"
Counter Culture,https://counterculturecoffee.com/wp-content/themes/ccc-theme/assets/images/logo_web_80x96_25.png,Cambridge,Massachusetts,North America,https://counterculturecoffee.com/,"42.381035, -71.099808"
Little Wolf,https://cdn.shopify.com/s/files/1/1633/8209/files/LOGO_copy_3x_150x.png?v=1516987206,Ipswich,Massachusetts,North America,http://www.littlewolf.coffee/,"42.689539, -70.850525"
Atomic,https://cdn.shopify.com/s/files/1/0043/6099/4934/files/logo-header_400x.png?v=1596889901,Salem,Massachusetts,North America,https://atomicroastery.com/,"42.524049, -70.904589"
Jiribilla,https://cdn.shopify.com/s/files/1/0167/8373/6932/files/logo_jiribilla_curvas_negro_120x.png?v=1585952299,Mexico City,Mexico,North America,https://cafeconjiribilla.com/,"19.464768, -98.972406"
QUENTIN CAFê,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/1931255_1771861123048336_6200534979702874179_n.jpg?_nc_cat=108&ccb=2&_nc_sid=dbb9e7&_nc_ohc=mdGgxPq-FcQAX-uWwzn&_nc_ht=scontent-lga3-2.xx&oh=2c440bba07a8fc5a6b6446b3130914cf&oe=5FC3468B,Mexico City,Mexico,North America,https://www.facebook.com/quentincafemx/,"19.418484, -99.157562"
Finca Las Nieves,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p240x240/13335806_1208114192556067_6680222258727200409_n.jpg?_nc_cat=102&ccb=2&_nc_sid=dbb9e7&_nc_ohc=kXdnuAqkDh0AX-wf26u&_nc_ht=scontent-lga3-2.xx&tp=6&oh=3a487a9b2bd9937ff6a6d4487f1b13db&oe=5FC4B58E,"San Juan Lachao, OX",Mexico,North America,http://fincalasnieves.mx/,"15.857319, -97.058537"
CONTAINER COFFEE ROASTERS,https://thecoffeevine.com/wp-content/uploads/2019/02/tijuana-san-diego-coffee.jpg,Tijuana,Mexico,North America,https://foursquare.com/v/container-coffee-roaster-co/57e2e733498eaf0acb4656de,"32.529897, -117.036210"
ELECTRIC COFFEE ROASTERS,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/82618235_2920407294670145_5487954862589083648_n.jpg?_nc_cat=101&ccb=2&_nc_sid=dbb9e7&_nc_ohc=O4BNJ1A09U8AX_025rD&_nc_ht=scontent-lga3-2.xx&oh=2d6ecb0dbed3d2fc73851382578f3ad2&oe=5FC5170E,Tijuana,Mexico,North America,https://www.facebook.com/ElectricCoffeeRoasters/,"32.505009, -116.998944"
POPULACE COFFEE,https://scontent-lga3-2.xx.fbcdn.net/v/t31.0-1/p960x960/30073033_1654740801240164_8710353534352824103_o.jpg?_nc_cat=109&ccb=2&_nc_sid=dbb9e7&_nc_ohc=NY2ovu0_Rh8AX86Ztls&_nc_ht=scontent-lga3-2.xx&tp=6&oh=290866cbe71636f460753320b747d042&oe=5FC68CE9,BAY CITY,Michigan,North America,http://www.populacecoffee.com/,"43.598553, -83.888736"
Madcap,https://madcapcoffee.com/wp-content/uploads/2017/05/MadcapLogo-Full.svg,Grand Rapids,Michigan,North America,http://www.madcapcoffee.com/,"42.965271, -85.670009"
Sparrows,https://static1.squarespace.com/static/527936f6e4b07cdbb00407ed/t/5e7e3dab075b346ec3a8e5f4/1603718683875/?format=1500w,Grand Rapids,Michigan,North America,http://www.thesparrowsgr.com/,"42.955700, -85.642986"
Theodore's Coffee,https://cdn.shopify.com/s/files/1/1855/3811/files/logo-coffee_400x.png?v=1535129614,Owosso,Michigan,North America,http://www.theodorescoffee.com/,"43.017420, -84.176420"
Higher Grounds Coffee,https://cdn.shopify.com/s/files/1/1455/4234/files/HG_coffee_logo_with_star_copy_050d9e3a-da0c-45a1-a503-55214f8de0e2_398x179.png?v=1540319521,Traverse City,Michigan,North America,http://www.highergroundstrading.com/,"44.756460, -85.645152"
Dogwood,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/68945788_2521111291265440_8696557747828686848_o.jpg?_nc_cat=110&ccb=2&_nc_sid=dbb9e7&_nc_ohc=5nhWSgXAS4oAX8hh6zO&_nc_ht=scontent-lga3-2.xx&tp=6&oh=81f6bb9632ab7de6e1add127c5e9e6ef&oe=5FC4060F,Minneapolis,Minnesota,North America,http://www.dogwoodcoffee.com/,"44.999876, -93.245445"
Driven,https://dfamgkk1duyqq.cloudfront.net/wp-content/uploads/2020/09/Driven-Coffee-Roasters.svg,Minneapolis,Minnesota,North America,https://www.drivencoffee.com/,"44.842413, -93.581842"
Paradise,https://cdn.shopify.com/s/files/1/1403/7057/t/9/assets/logo.png?v=11469661925250126178,Minneapolis,Minnesota,North America,http://www.paradiseroasters.com/,"45.013371, -93.266489"
Spyhouse,https://cdn.shopify.com/s/files/1/0266/4909/files/SCR_logo_1arc_black_f7046a9d-e9f0-40e9-9183-51b9ddfc4ff1_220x.png?v=1587480102,Minneapolis,Minnesota,North America,https://www.spyhousecoffee.com/,"44.978285, -93.267020"
Up,https://uppermidwestgourmet.com/upcafemidwestextra/wp-content/uploads/sites/5/2020/01/UP-cafe-logo.png,Minneapolis,Minnesota,North America,http://www.upcafe.com/,"44.992619, -93.225163"
Youngblood ,https://pbs.twimg.com/profile_images/534497653342470144/4seKSrO2_400x400.jpeg,Minneapolis,Minnesota,North America,http://www.youngbloodcoffee.com/,"44.948980, -93.288342"
Folly Coffee,https://follycoffee.com/wp-content/uploads/2020/07/navy-badge.png,Silver Lake,Minnesota,North America,http://www.follycoffee.com/,"44.944837, -93.333800"
Bean Fruit,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/21078433_1613355152028244_6802437208759445668_n.jpg?_nc_cat=102&ccb=2&_nc_sid=dbb9e7&_nc_ohc=kHzdw1TKM3MAX-WnrHM&_nc_ht=scontent-lga3-2.xx&oh=357bf7f6ec5cc5b1377bb14e20c55be8&oe=5FC420EA,Jackson,Mississippi,North America,http://www.beanfruit.com/,"32.303392, -90.143503"
Messenger,https://cdn.shopify.com/s/files/1/0551/8953/files/logo_260x_2x_60eb4a0c-6235-4e46-af32-099fbb644835_250x.png?v=1517463219,Kansas City,Missouri,North America,https://messengercoffee.co/cafe,"39.093553, -94.581631"
Monarch,https://www.monarchcoffeekc.com/wp-content/uploads/2018/07/monarch-coffee.png,Kansas City,Missouri,North America,http://www.monarchkcmo.com/,"39.062592, -94.590609"
PARISI ARTISAN COFFEE,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/c35.27.339.339a/15958_10151707569282225_1527511654_n.jpg?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=yyUedUyDEVYAX_IfPoI&_nc_ht=scontent-lga3-2.xx&oh=71b420a26171520df1fae3a0474e4443&oe=5FC598EB,Kansas City,Missouri,North America,https://parisicoffee.com/,"39.085322, -94.585578"
PT's,https://cdn.shopify.com/s/files/1/1009/7448/files/PT_s_Main_Logo_-_Reversed1000px_200x.png?v=1535552890,Kansas City,Missouri,North America,https://www.ptscoffee.com/,"39.088543, -94.588120"
THOU MAYEST COFFEE,https://cdn.shopify.com/s/files/1/1055/0836/t/5/assets/footer.png?v=43655785474196249,Kansas City,Missouri,North America,http://thoumayest.com/,"39.108389, -94.584405"
Blueprint,https://pbs.twimg.com/profile_images/451583112296685568/pRmEP9Ei_400x400.jpeg,St. Louis,Missouri,North America,https://blueprintcoffee.com/,"38.655668, -90.300583"
KALDI'S COFFEE,https://cdn.shopify.com/s/files/1/0187/0338/files/KaldisCoffeeRoastingCo_560x.jpg?v=1533063769,St. Louis,Missouri,North America,http://www.kaldiscoffee.com/LOCATIONS/Kayaks/tabid/127/List/1/CategoryID/173/Level/a/Default.aspx,"38.649522, -90.300391"
Revel,https://cdn11.bigcommerce.com/s-w5vuncvzg7/images/stencil/250x100/revellettersbox_1506451283__63560.original.png,Billings,Montana,North America,http://www.revelcoffee.com/,"45.743329, -108.599317"
Big Creek,https://www.bigcreekcoffeeroasters.com/v/vspfiles/templates/Taste/images/template/header_bg.jpg,Hamilton,Montana,North America,http://www.bigcreekcoffeeroasters.com/,"46.246740, -114.158815"
Archetype Coffee,https://cdn.shopify.com/s/files/1/1991/0809/files/IAC-Single-Color-New-Logo-G-artwork_x150.png?v=1593644564,Omaha,Nebraska,North America,http://www.archetype.coffee/,"41.257921, -95.973089"
Dark Moon Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/41654964_447780612295768_8287091216688873472_o.jpg?_nc_cat=102&ccb=2&_nc_sid=dbb9e7&_nc_ohc=S5NfpNTHgmYAX-CWgrU&_nc_ht=scontent-lga3-2.xx&tp=6&oh=2e66bb032a354cd63a5faac84fcd10ae&oe=5FC33454,Henderson,Nevada,North America,https://darkmoon.coffee/,"35.991328, -115.102752"
Drink Coffee Do Stuff,https://cdn.shopify.com/s/files/1/2504/7468/files/dcds_logo_210x.png?v=1572913185,Incline Village,Nevada,North America,http://drinkcoffeedostuff.com/,"39.249204, -119.951725"
Luminous,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/71735374_964984983845468_8822509033878454272_n.png?_nc_cat=103&ccb=2&_nc_sid=dbb9e7&_nc_ohc=LLl6hezC_4QAX-srwj7&_nc_ht=scontent-lga3-2.xx&oh=3d3d72940a1716d0557926ebed255048&oe=5FC4E427,Las Vegas,Nevada,North America,https://www.loveluminous.coffee/,"36.163295, -115.101241"
Mothership,https://cdn.shopify.com/s/files/1/0516/7225/files/Mothership_Logos_HORZ_1_540x_36bb1190-a85a-4311-a4cd-2a4e5d7be31b_360x.png?v=1559178065,Las Vegas,Nevada,North America,https://mothershipcoffee.com/,"36.069667, -115.081722"
Mothership,https://cdn.shopify.com/s/files/1/0516/7225/files/Mothership_Logos_HORZ_1_540x_36bb1190-a85a-4311-a4cd-2a4e5d7be31b_360x.png?v=1559178065,Las Vegas,Nevada,North America,https://mothershipcoffee.com/,"36.166940, -115.133994"
Mothership,https://cdn.shopify.com/s/files/1/0516/7225/files/Mothership_Logos_HORZ_1_540x_36bb1190-a85a-4311-a4cd-2a4e5d7be31b_360x.png?v=1559178065,Las Vegas,Nevada,North America,https://mothershipcoffee.com/,"36.014012, -115.102737"
Mothership,https://cdn.shopify.com/s/files/1/0516/7225/files/Mothership_Logos_HORZ_1_540x_36bb1190-a85a-4311-a4cd-2a4e5d7be31b_360x.png?v=1559178065,Las Vegas,Nevada,North America,https://mothershipcoffee.com/,"36.071926, -115.106902"
Vesta,https://cdn.shopify.com/s/files/1/1080/7664/t/3/assets/logo.png?v=442163041209500098,Las Vegas,Nevada,North America,http://www.vestacoffee.com/,"36.158085, -115.152487"
Yaw Farm,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/c0.193.960.960a/p960x960/74614826_100535131414117_1889540337542627328_o.jpg?_nc_cat=104&ccb=2&_nc_sid=dbb9e7&_nc_ohc=dQbGSEHCZ80AX-NrK6v&_nc_ht=scontent-lga3-2.xx&tp=27&oh=afb778fe18817924cb3e792ed124985c&oe=5FC4B5EE,Las Vegas,Nevada,North America,https://www.facebook.com/yawfarmcoffee/,"36.159336, -115.251710"
Magpie,https://scontent-lga3-2.xx.fbcdn.net/v/t31.0-1/p960x960/17855134_1338700552879557_8498114968720176666_o.jpg?_nc_cat=107&ccb=2&_nc_sid=dbb9e7&_nc_ohc=d57pi5Arf_UAX9C8866&_nc_ht=scontent-lga3-2.xx&tp=6&oh=f444584e335e12dd6210da204467d09a&oe=5FC327E3,Reno,Nevada,North America,http://www.magpieroasters.com/,"39.508344, -119.803282"
Flight,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/118792096_3253209394761013_9033399245903646537_n.jpg?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=iPyr_Ybm0aAAX8Msjqq&_nc_ht=scontent-lga3-2.xx&oh=dc765e8290f7221e100ad20016192881&oe=5FC4E42D,Bedford,New Hampshire,North America,http://flightcoffeeco.com/,"42.923651, -71.463165"
Turnstile,http://www.turnstilecoffee.com/images/newlogo.gif,Belmar,New Jersey,North America,http://www.turnstilecoffee.com/,"40.174911, -74.032467"
Royal Mile,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/13620864_483177275211712_4526770332775889643_n.png?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=diqvrBJLHC4AX98UR4H&_nc_ht=scontent-lga3-2.xx&oh=67529bbab981443f3e85e4dddc5f8042&oe=5FC50EC4,Cherry Hill,New Jersey,North America,http://www.royalmilecoffeeroasters.com/,"39.912670, -74.976308"
Modcup,https://modcup.com/wp-content/uploads/2018/03/modcup-coffee-company-logo-navy.png,Jersey City,New Jersey,North America,http://modcup.com/,"40.736845, -74.067678"
Oren's,https://www.orensdailyroast.com/images/Orens-Secondary-Logo-2020.png,Jersey City,New Jersey,North America,http://www.orensdailyroast.com/,"40.714293, -74.065402"
City of Saints,"https://static.wixstatic.com/media/ceb871_f9fe164929b541b897953356d931916a~mv2_d_5046_2333_s_2.png/v1/fill/w_254,h_108,al_c,q_85,usm_0.66_1.00_0.01/ceb871_f9fe164929b541b897953356d931916a~mv2_d_5046_2333_s_2.webp",Hoboken,New Jersey,North America,http://cityofsaintscoffee.com/,"40.753295, -74.027101"
CafÇ Grumpy,https://pbs.twimg.com/profile_images/1566039855/Cafe-Grumpy-Square_400x400.jpg,Weehawken,New Jersey,North America,http://www.cafegrumpy.com/,"40.761539, -74.022562"
Cutbow,https://pbs.twimg.com/profile_images/894254932664082432/FzZFNDje_400x400.jpg,Albuquerque,New Mexico,North America,https://www.cutbowcoffee.com/,"35.107352, -106.670930"
Villa Myriam,https://vmcoffee.square.site/uploads/b/464a1910-67cb-11ea-9f64-a1b11a9557b2/VMCoffee-Logo.png?width=1050,Albuquerque,New Mexico,North America,http://vmcoffee.square.site/,"35.088555, -106.645684"
Kinship Coffee,https://static1.squarespace.com/static/5e7171911c3475792fe3149f/t/5e718c688554fb16d605507c/1604163476922/?format=1500w,Astoria,New York,North America,https://www.kinshipcoffeeisbrewing.com/,"40.763615, -73.914983"
CafÇ Grumpy,https://pbs.twimg.com/profile_images/1566039855/Cafe-Grumpy-Square_400x400.jpg,Brooklyn,New York,North America,http://www.cafegrumpy.com/,"40.665211, -73.982625"
CafÇ Grumpy,https://pbs.twimg.com/profile_images/1566039855/Cafe-Grumpy-Square_400x400.jpg,Brooklyn,New York,North America,http://www.cafegrumpy.com/,"40.728634, -73.948691"
City of Saints,"https://static.wixstatic.com/media/ceb871_f9fe164929b541b897953356d931916a~mv2_d_5046_2333_s_2.png/v1/fill/w_254,h_108,al_c,q_85,usm_0.66_1.00_0.01/ceb871_f9fe164929b541b897953356d931916a~mv2_d_5046_2333_s_2.webp",Brooklyn,New York,North America,http://cityofsaintscoffee.com/,"40.708868, -73.936022"
Coffee Project,https://coffeeprojectny.com/wp-content/themes/coffeeProject/img/logo.png,Brooklyn,New York,North America,https://coffeeprojectny.com/,"40.687769, -73.979322"
Copper Mug,https://lh3.googleusercontent.com/-Ho0rLK3Mk6Y/AAAAAAAAAAI/AAAAAAAAAAA/RpQfGQRRRhk/s55-p-k-no-ns-nd/photo.jpg,Brooklyn,New York,North America,https://www.instagram.com/coppermugcoffee/?hl=en,"40.716534, -73.959806"
Devoc°on,https://cdn.shopify.com/s/files/1/0734/9587/t/33/assets/logo.png?v=6230640287524585731,Brooklyn,New York,North America,http://www.devocion.com/,"40.688551, -73.983451"
Devoc°on,https://cdn.shopify.com/s/files/1/0734/9587/t/33/assets/logo.png?v=6230640287524585731,Brooklyn,New York,North America,http://www.devocion.com/,"40.716052, -73.964696"
East One ,https://www.eastonecoffee.com/wp-content/uploads/2019/02/square-small-version.png,Brooklyn,New York,North America,http://www.eastonecoffee.com/,"40.681209, -73.996640"
Nguyen,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/42988336_718441051859427_7361459901077389312_n.jpg?_nc_cat=106&ccb=2&_nc_sid=dbb9e7&_nc_ohc=vIphSuTgn8kAX_STvKo&_nc_ht=scontent-lga3-2.xx&oh=2d82e6602d6e15205169bd257049766a&oe=5FC5FC81,Brooklyn,New York,North America,https://nguyencoffeesupply.com/,"40.694571, -73.916899"
Parlor,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/118692220_3986650148028338_4193018241876174140_o.png?_nc_cat=100&ccb=2&_nc_sid=dbb9e7&_nc_ohc=6I4aEpzaagsAX-zdyNs&_nc_ht=scontent-lga3-2.xx&oh=cf03997ce9cafb29701dfbc7040aaa44&oe=5FC675BB,Brooklyn,New York,North America,http://parlorcoffee.com/,"40.697529, -73.970544"
Partners Coffee,https://cdn.shopify.com/s/files/1/0087/2074/4527/files/Asset_1_120x.png?v=1600696199,Brooklyn,New York,North America,http://www.partnerscoffee.com/,"40.718007, -73.959174"
Rabble and Lion,https://cdn.shopify.com/s/files/1/2403/3027/files/R_LHorizontalTrans_360x.png?v=1548441519,Brooklyn,New York,North America,https://www.rabbleandlion.com/,"40.676733, -74.018321"
Redefined,http://www.redefined.coffee/uploads/b/3d0ceba0-87dd-11ea-bbfe-03fd860a7bf6/0001.jpg?width=1275,Brooklyn,New York,North America,http://www.redefined.coffee/,"40.6169085, -73.9448735"
Sey,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/90515104_3396665277015880_2724565529883836416_n.png?_nc_cat=109&ccb=2&_nc_sid=dbb9e7&_nc_ohc=kbYPzhw9mooAX9YYf_U&_nc_ht=scontent-lga3-2.xx&oh=8da542134209394a4b4b73f951133fb0&oe=5FC42C7B,Brooklyn,New York,North America,https://sey.coffee/,"40.705312, -73.932418"
Southdown ,https://static1.squarespace.com/static/59bff1b1d7bdcea44123fd1b/t/5c0445832b6a28c97cdedc54/1603729317569/?format=1500w,Huntington,New York,North America,http://www.southdowncoffee.com/,"40.878498, -73.424975"
Gimme!,https://cdn11.bigcommerce.com/s-h9y79/images/stencil/250x100/websitelogo_1454614122__92774.original.png,Ithaca,New York,North America,https://gimmecoffee.com/,"42.468764, -76.479199"
Irving Farm,https://cdn.shopify.com/s/files/1/0923/5128/t/37/assets/raven_logo_no_text.png?v=18343418059503979592,Millerton,New York,North America,http://www.irvingfarm.com/,"41.953578, -73.510147"
Akara,https://cdn.shopify.com/s/files/1/0069/8505/6308/files/Akara-Web-logo-blk_180x.png?v=1558195556,New York,New York,North America,https://akaracoffee.com/,"40.745095, -73.993443"
Black Fox Coffee,https://static1.squarespace.com/static/595176f6725e259cb9d64288/t/596e06c259cc68a2a9568fa3/1601932113166/?format=1500w,New York,New York,North America,http://www.blackfoxcoffee.com/,"40.706499, -74.007776"
Box Kite,http://static1.squarespace.com/static/5371655ee4b05dd1382031dc/t/54728baae4b0d44fecc4dfe8/1585706715699/?format=1500w,New York,New York,North America,http://boxkitenyc.com/,"40.777702, -73.979923"
CafÇ Grumpy,https://pbs.twimg.com/profile_images/1566039855/Cafe-Grumpy-Square_400x400.jpg,New York,New York,North America,http://www.cafegrumpy.com/,"40.752135, -73.975824"
CafÇ Grumpy,https://pbs.twimg.com/profile_images/1566039855/Cafe-Grumpy-Square_400x400.jpg,New York,New York,North America,http://www.cafegrumpy.com/,"40.742617, -73.998388"
CafÇ Grumpy,https://pbs.twimg.com/profile_images/1566039855/Cafe-Grumpy-Square_400x400.jpg,New York,New York,North America,http://www.cafegrumpy.com/,"40.754160, -73.988886"
CafÇ Grumpy,https://pbs.twimg.com/profile_images/1566039855/Cafe-Grumpy-Square_400x400.jpg,New York,New York,North America,http://www.cafegrumpy.com/,"40.752610, -73.999642"
CafÇ Grumpy,https://pbs.twimg.com/profile_images/1566039855/Cafe-Grumpy-Square_400x400.jpg,New York,New York,North America,http://www.cafegrumpy.com/,"40.715143, -73.990258"
CafÇ Integral,https://static1.squarespace.com/static/50ce0513e4b0c301a8234314/t/54038f3ce4b0ee7f1c8085f5/1604238275443/?format=1500w,New York,New York,North America,http://www.cafeintegral.com/,"40.703956, -74.011965"
Coffee Project,https://coffeeprojectny.com/wp-content/themes/coffeeProject/img/logo.png,New York,New York,North America,https://coffeeprojectny.com/,"40.727080, -73.989379"
Coffee Project,https://coffeeprojectny.com/wp-content/themes/coffeeProject/img/logo.png,New York,New York,North America,https://coffeeprojectny.com/,"40.741710, -73.997137"
Counter Culture,https://counterculturecoffee.com/wp-content/themes/ccc-theme/assets/images/logo_web_80x96_25.png,New York,New York,North America,https://counterculturecoffee.com/,"40.720506, -73.996242"
